video_name,vid,resolution,width,height,pixfmt,framerate,bitrate_rawvideo (kb/s),bitrate_encoded (kb/s),PSNR,VMAF,QP,target_encode_energy_uj,decode_energy_uj,total_energy_uj
Vlog_2160P-030a,Vlog_2160P-030a,2160,3840,2160,yuv420p,23.97602398,2386411,52052,41.899812,98.51851,20,13324.228007493244,439.6019466782596,13763.829954171504
Vlog_2160P-030a,Vlog_2160P-030a,2160,3840,2160,yuv420p,23.97602398,2386411,7576,37.283224,89.566655,30,7011.735664027908,203.21991922722856,7214.955583255136
Vlog_2160P-030a,Vlog_2160P-030a,2160,3840,2160,yuv420p,23.97602398,2386411,1478,33.394732,72.348178,40,3975.833002307761,141.8290377,4117.662039995761
Vlog_2160P-030a,Vlog_2160P-030a,2160,3840,2160,yuv420p,23.97602398,2386411,429,27.74339,42.112254,50,2891.3450379204933,142.6349188,3033.9799567210084
Vlog_2160P-030a,Vlog_2160P-030a_downsample_1080p,1080,1920,1080,yuv420p,23.97602398,2386411,54099,32.417735,88.046318,10,5941.745596,254.30508131843416,6196.050676988095
Vlog_2160P-030a,Vlog_2160P-030a_downsample_1080p,1080,1920,1080,yuv420p,23.97602398,2386411,10494,31.987326,82.752003,20,3594.814018780843,93.40916266785712,3688.223181448701
Vlog_2160P-030a,Vlog_2160P-030a_downsample_1080p,1080,1920,1080,yuv420p,23.97602398,2386411,1815,31.359586,73.188431,30,1585.090001336396,40.38930742296428,1625.4793087593605
Vlog_2160P-030a,Vlog_2160P-030a_downsample_1080p,1080,1920,1080,yuv420p,23.97602398,2386411,428,29.581234,52.832141,40,927.3940879624228,28.311353244290903,955.7054412067135
Vlog_2160P-030a,Vlog_2160P-030a_downsample_1080p,1080,1920,1080,yuv420p,23.97602398,2386411,107,25.901191,23.244484,50,668.3631524470587,23.163025917085715,691.5261783641445
Vlog_2160P-030a,Vlog_2160P-030a_downsample_720p,720,1280,720,yuv420p,23.97602398,2386411,23384,26.891788,71.337923,10,2412.200868207693,129.8055538722568,2542.006422
Vlog_2160P-030a,Vlog_2160P-030a_downsample_720p,720,1280,720,yuv420p,23.97602398,2386411,3573,26.807894,66.703418,20,1232.6477728787354,34.42982034076365,1267.077593219499
Vlog_2160P-030a,Vlog_2160P-030a_downsample_720p,720,1280,720,yuv420p,23.97602398,2386411,586,26.692338,57.503703,30,647.0379964534849,17.08672121,664.1247176584849
Vlog_2160P-030a,Vlog_2160P-030a_downsample_720p,720,1280,720,yuv420p,23.97602398,2386411,146,26.304525,38.012791,40,379.7082485323302,13.080153543557692,392.7884020758879
Vlog_2160P-030a,Vlog_2160P-030a_downsample_720p,720,1280,720,yuv420p,23.97602398,2386411,46,25.36646,16.24375,50,286.02640044649445,10.168441039333333,296.1948414858278
Sports_2160P-1733,Sports_2160P-1733,2160,3840,2160,yuv420p,30,2985997,98951,51.660438,98.661095,10,11780.317119095464,632.1619653222859,12412.479084417751
Sports_2160P-1733,Sports_2160P-1733,2160,3840,2160,yuv420p,30,2985997,28292,45.629416,98.059416,20,7464.667629088926,349.0683225461715,7813.735951635098
Sports_2160P-1733,Sports_2160P-1733,2160,3840,2160,yuv420p,30,2985997,6659,40.023212,92.349289,30,5014.017569938586,223.53280361384543,5237.550373552432
Sports_2160P-1733,Sports_2160P-1733,2160,3840,2160,yuv420p,30,2985997,1564,34.352287,68.909873,40,3779.0312816058704,182.15132807414395,3961.182609680014
Sports_2160P-1733,Sports_2160P-1733,2160,3840,2160,yuv420p,30,2985997,435,29.012332,35.350549,50,3031.884813334613,162.27665619918577,3194.161469533799
Sports_2160P-1733,Sports_2160P-1733_downsample_1080p,1080,1920,1080,yuv420p,30,2985997,35877,42.346802,97.369848,10,3393.116987198482,259.9550985,3653.072085721082
Sports_2160P-1733,Sports_2160P-1733_downsample_1080p,1080,1920,1080,yuv420p,30,2985997,10056,40.136268,94.288423,20,2075.1014404436223,104.4375264509394,2179.538966894562
Sports_2160P-1733,Sports_2160P-1733_downsample_1080p,1080,1920,1080,yuv420p,30,2985997,2456,36.206255,78.966916,30,1422.9418920824176,104.68607616756888,1527.6279682499865
Sports_2160P-1733,Sports_2160P-1733_downsample_1080p,1080,1920,1080,yuv420p,30,2985997,539,31.172734,49.311871,40,940.2494276444048,34.86975231457143,975.1191799589762
Sports_2160P-1733,Sports_2160P-1733_downsample_1080p,1080,1920,1080,yuv420p,30,2985997,149,26.760426,20.528065,50,717.1164617889768,27.069767147520004,744.1862289364968
Sports_2160P-1733,Sports_2160P-1733_downsample_720p,720,1280,720,yuv420p,30,2985997,18711,37.309562,91.35589,10,1616.1512140955465,116.6431223394102,1732.794336434957
